id,sku,short_description,price,list_price,rating_average,review_count,quantity_sold,inventory_status,name,categories
170727266,8530250420588,"Màn hình LCD hiển thị rõ ràng và dễ đọc.Hiển thị số  gọi đến, gọi đi.Nhớ năm mươi số gọi đến, hai mươi số gọi đi.Danh bạ năm mươi tên và số điện thoại.Bàn phím to dễ sử dụng, thao tác đơn giản.K...",688000,688000,5.0,13,"{'text': 'Đã bán 48', 'value': 48}",available,Điện thoại bàn Panasonic KX-TS560 hàng chính hãng,Điện thoại bàn
170727305,1631118990384," Màn hình LCD hiển thị rõ ràng và dễ đọc.- Hiển thị số điện thoại gọi đến, gọi đi.- Nhớ năm mươi số gọi đến, hai mươi số gọi đi.- Danh bạ nhớ năm mươi số điện thoại.- Speaker phone hai chiều.- Bà...",880000,880000,5.0,6,"{'text': 'Đã bán 23', 'value': 23}",available,Điện thoại bàn Panasonic KX-TS580 hàng chính hãng,Điện thoại bàn
171685825,8494032206671,Nokia 105 4G – Kết nối 4G vượt trộiCác tính năng nổi bật:Tính năng Đọc thông tin giúp đọc rõ các thông tin Tiếng Việt có dấu trên điện thoại.Tính năng Zoomed menus giúp phóng to biểu tượng và đ...,690000,690000,5.0,2,"{'text': 'Đã bán 12', 'value': 12}",available,Điện thoại Nokia 105 4G -  chính hãng - Đen,Điện thoại phổ thông
171852890,9165946277319,"Masstel Fami 60 là chiếc điện thoại phổ thông dành tặng riêng cho người cao tuổi với thiết kế gọn gàng, màn hình rõ nét và cụm loa ngoài cực lớn cùng pin “siêu trâu”lên đến 2000mAh, thời gian chờ lên ...",689000,689000,0.0,0,"{'text': 'Đã bán 2', 'value': 2}",available,"Điện thoại Masstel FAMI 60 4G ,Pin 2000 mah ,cỡ chữ to rõ ràng,âm thanh lớn,màn hình to- Hàng chính hãng",Điện thoại phổ thông
172329599,3735752857330,"Cấu hình Điện thoại Xiaomi Redmi 9A Màn hình: IPS LCD6.53""HD+Hệ điều hành: Android 10Camera sau: 13 MPCamera trước: 5 MPChip: MediaTek Helio G25RAM: 2 GBBộ nhớ trong: 32 GBSIM: 2 Nano SIMHỗ t...",1790000,2199000,0.0,0,"{'text': 'Đã bán 26', 'value': 26}",available,Điện thoại Xiaomi Redmi 9A (2GB/32GB) - Hàng chính hãng,Điện thoại Smartphone
172537996,9753773128928,"Điện thoại bàn IP model H2P (Có PoE), hiệu Alcatel - Lucent- Màn hình 2.3” 128x64 có đèn nền- 2 tài khoản SIP accOunt- Danh bạ lên tới 1,000 contact- Cổng tai nghe RJ9, Wideband HD handset- OpenVPN- 2...",2220000,2220000,0.0,0,,available,"(Hàng chính hãng) Điện thoại bàn hữu tuyến H2P, hiệu Alcatel - Lucent",Điện thoại bàn
172920927,9949932084129,"Tên sản phẩm :Masstel izi 12Dòng hãng :Feature phoneMàu :Black, Black – Red, Blue (3 màu)Brand :MasstelModel:izi 12Thời gian bảo hành:12 tháng với máy (6 tháng với phụ kiện)...",10000000,10000000,0.0,0,,available,Điện thoại Masstel izi 12 4G - Hàng chính hãng,Điện thoại phổ thông
173387789,3214054442334,"Độ phân giải màn hình cực caoMáy đọc sách All New Kindle Oasis 3 với màn hình 7 inch và mật độ ảnh 300 ppi, văn bản hiển thị trên thiết bị với chất lượng sắc nét, đọc như giấy thật ngay cả trong ánh ...",5790000,5790000,4.5,13,"{'text': 'Đã bán 55', 'value': 55}",available,Máy đọc sách All New Kindle Oasis 3 - Hàng nhập khẩu,Máy đọc sách
173387789,3214054442334,"Độ phân giải màn hình cực caoMáy đọc sách All New Kindle Oasis 3 với màn hình 7 inch và mật độ ảnh 300 ppi, văn bản hiển thị trên thiết bị với chất lượng sắc nét, đọc như giấy thật ngay cả trong ánh ...",5790000,5790000,4.5,13,"{'text': 'Đã bán 55', 'value': 55}",available,Máy đọc sách All New Kindle Oasis 3 - Hàng nhập khẩu,Máy đọc sách
173387789,3214054442334,"Độ phân giải màn hình cực caoMáy đọc sách All New Kindle Oasis 3 với màn hình 7 inch và mật độ ảnh 300 ppi, văn bản hiển thị trên thiết bị với chất lượng sắc nét, đọc như giấy thật ngay cả trong ánh ...",5790000,5790000,4.5,13,"{'text': 'Đã bán 55', 'value': 55}",available,Máy đọc sách All New Kindle Oasis 3 - Hàng nhập khẩu,Máy đọc sách
173557858,1347593486170,"Đánh giá máy tính bảng giá rẻ Amazon Fire HD 8 2020: Đã tốt nay còn tốt hơn!Amazon Fire HD 8 2020 với bộ xử lý nhanh hơn, dung lượng RAM mở rộng cùng cổng sạc USB-C sẽ là chiếc máy tính bảng giá rẻ cự...",2250000,2250000,4.2,10,"{'text': 'Đã bán 61', 'value': 61}",available,Máy tính bảng Kindle File HD 8 (10th generation - 2020) Hàng nhập khẩu,Máy tính bảng
173789184,3981361426341,"TC 990 : Chuyên treo tường, có thể để bàn Phù hợp sử dụng trong phòng bếp, phòng tắm,cầu thangCó thể sử dụng thử đường lineBảo hành 12 tháng chính hãngGiá bán đã có Vat...",250000,250000,5.0,4,"{'text': 'Đã bán 23', 'value': 23}",available,Điện thoại bàn treo tường TC990,Điện thoại bàn
174085242,4949250638699,"Điện Thoại Cho Người Già Masstel Fami 12 4G - Viền Kim Loại, Công Tắc Bật Đèn, Ăng Ten Nghe FM Không Dây, MỚI, CHÍNH HÃNG 100% được phân phối chính thức tại DI ĐỘNG IZI. ➤ Thiết kế bắt mắt, viền kim...",612000,699000,5.0,1,"{'text': 'Đã bán 12', 'value': 12}",available,"Điện Thoại Cho Người Già Masstel Fami 12 4G - Viền Kim Loại, Ăng Ten FM Không Dây - Hàng Chính Hãng",Điện thoại phổ thông
175845367,1676834040443,"Mô Tả Sản PhẩmMàn hình giải trí siêu mượt 120 HzSamsung Galaxy S20 FE được trang bị màn hình siêu tràn viền Infinity-O có kích thước 6.5 inch đi cùng tấm nền Super AMOLED, độ phân giải Full HD+ ...",7935000,7935000,5.0,1,"{'text': 'Đã bán 1', 'value': 1}",available,Điện Thoại Samsung Galaxy S20 FE (8GB/256GB) - Hàng Chính Hãng - Đã kích hoạt bảo hành điện tử,Điện thoại Smartphone
175851126,6965720839643,"Màn hìnhCông nghệ màn hình:: TFT LCDĐộ phân giải: 1200 x 1920 PixelsMàn hình rộng: 10.5"" - Tần số quét Hãng không công bốHệ điều hành & CPUHệ điều hành: Android 11C...",5856000,5856000,0.0,0,,available,Máy Tính Bảng Galaxy Tab A8 4GB | 64GB - Hàng Chính Hãng,Máy tính bảng
175967811,3759679387222,"Màn hình giải trí siêu mượt 120 HzSamsung Galaxy S20 FE được trang bị màn hình siêu tràn viền Infinity-O có kích thước 6.5 inch đi cùng tấm nền Super AMOLED, độ phân giải Full HD+ cho người dùng dễ d...",8625000,8625000,5.0,1,"{'text': 'Đã bán 2', 'value': 2}",available,Điện Thoại Samsung Galaxy S20 FE 256GB | 8GB - Hàng Chính Hãng ,Điện thoại Smartphone
176438844,8022266566422,"Thiết kế hiện đại, thời thượngGiống như người anh Redmi 9 của mình, Xiaomi Redmi 9A được trang bị màn hình giọt nước tràn viền kích thước lớn 6.53 inch tỉ lệ 20:9 cho khả năng hiển thị được nhiều th...",2088000,2088000,0.0,0,,available,Điện thoại Xiaomi REDMI 9A (2+32) Xanh lá - Hàng chính hãng (chỉ giao HN và một số khu vực),Điện thoại Smartphone
176438864,2633616863271,"Thiết kế hiện đại, thời thượngGiống như người anh Redmi 9 của mình, Xiaomi Redmi 9A được trang bị màn hình giọt nước tràn viền kích thước lớn 6.53 inch tỉ lệ 20:9 cho khả năng hiển thị được nhiều th...",2088000,2088000,0.0,0,,available,Điện thoại Xiaomi REDMI 9A (2+32) Xanh dương - Hàng chính hãng (chỉ giao HN và một số khu vực),Điện thoại Smartphone
176909016,7078791113052,"THÔNG SỐ KỸ THUẬT:Hệ điều hành: Android 11Chip xử lý (CPU): Quad Core 2.0GhzRAM: 4GB DDRROM: 32GSIM 4G-LTE, Wi-FiKích thước màn hình: 10.1”Dung lượng Pin: 5.000 mAhCamera: 5+2MPBẢO HÀNH: Máy tính bản...",3300000,3300000,0.0,0,,available,Máy tính bảng HANET Smart Edu Tablet Model T432 - Hàng Chính Hãng,Máy tính bảng
179547641,3301286969393,"- Màn hình : 6.8Inch, mật độ hiển thị màn hình 300ppi, đèn điều chỉnh 16 cấp độ- Kích thước : 4.9” x 6.9” x .32” (124.6 x 174.2 x 8.1 mm)- Trọng lượng : 7.23 oz (205 g)- Dung lượng : 8GB hoặc 32G...",3750000,3750000,0.0,0,"{'text': 'Đã bán 1', 'value': 1}",available,Máy đọc sách Kindle Paperwhite 5 (8GB) - Hàng chính hãng,Máy đọc sách
181216830,1010023037880,"Tại MWC 2022, ZTE tiếp tục cho ra mắt series smartphone ZTE Blade V40 với 3 mẫu bao gồm: ZTE Blade V40 Pro, ZTE Blade V40 5G và ZTE Blade V40 Vita Trong bộ tứ smartphone này, Blade V40 Vita là thiết b...",4290000,4290000,0.0,0,,available,"Điện thoại ZTE Blade V40 Vita (ZTE 8045) - MH giọt nước HD+ 6.75"" - Pin 6000 mAh sạc nhanh 22.5W -  Bộ nhớ mở rộng (4+2)GB - Hàng chính hãng",Điện thoại Smartphone
181452535,9308072782108,"Itel it9200 là chiếc điện thoại phổ thông hỗ trợ đầy đủ các tính năng như một smartphone với các tính năng đàm thoại, quay phim chụp ảnh, đặc biệt còn hỗ trợ mạng 4G tốc độ cao, một lựa chọn hoàn hảo ...",569000,790000,4.5,27,"{'text': 'Đã bán 124', 'value': 124}",available,Điện thoại itel it9200 4G - WIFI - Hàng chính hãng,Điện thoại phổ thông
181699053,7045756375082,"Cùng Viettel Store đánh giá nhanh Redmi 9A – chiếc smartphone mới trong phân khúc giá rẻ được trang bị con chip mới chuyên game của nhà sản xuất MediaTek, với mức giá chỉ dưới 2 triệu đồng bạn nhé…1....",2088000,2088000,0.0,0,,available,Điện thoại Xiaomi Redmi 9A - Hàng chính hãng,Điện thoại Smartphone
181699208,8470587309762,- Hệ thống Siêu thị Viettel Store cam kết cung cấp các sản phẩm chính hãng tới người tiêu dùng (TẤT CẢ SẢN PHẨM ĐỀU NGUYÊN SEAL)- Hỗ trợ xuất hóa đơn VAT (Quý khách hàng vui lòng để lại thông tin để ...,5856000,5856000,0.0,0,,available,Máy tỉnh bảng Samsung Galaxy Tab A8 -Hàng chính hãng,Máy tính bảng
181918564,3063278093997,"đối với điện thoại chống nước,quý khách nên đậy thật kỹ nút sạc,khe sim,tai nghe khi sử dung    Sử dụng pin dung lượng cao 10600mAh, WP16 có thể giúp bạn không phải sạc ...",5990000,5990000,0.0,0,,available,"Điện thoại OUKITEL WP16 (pin 10.600mAh,  Ram 8Gb,Rom 128Gb, màn hình 6,39 in , Android 11, Máy ảnh nhìn ban đêm 20MP, chống nước IP68,chống va đập, hai SIM 4G, NFC..) – hàng chính hãng",Điện thoại Smartphone
181927718,8652193937082,• Màn hình LCD 1.6” hiển thị rõ nét.• Danh bạ lưu 50 tên và số• Hiển thị số gọi đến*• Nhớ 10 số gọi đi• 6 phím gọi nhanh• Đàm thoại 3 bên• Loa ngoài hai chiều• Khả năng kết nói với repeater mở rộng ph...,2090000,2090000,5.0,3,"{'text': 'Đã bán 11', 'value': 11}",available,Điện thoại bàn Panasonic KX-TGC313 hàng chính hãng,Điện thoại bàn
181928189,6462111366048,Bộ 2 máyMàn hình LCD 1.6” hiển thị rõ nét.Danh bạ lưu 50 tên và sốHiển thị số gọi đến*Nhớ 10 số gọi đi6 phím gọi nhanhĐàm thoại 3 bênLoa ngoài hai chiềuKhả năng kết nói với repeater mở rộng p...,1790000,1790000,5.0,6,"{'text': 'Đã bán 28', 'value': 28}",available,Điện thoại bàn Panasonic KX-TGC312 hàng chính hãng,Điện thoại bàn
181977398,8069965040846,"- Màn hình LCD hiển thị số gọi đến.- Danh bạ 50 số, nhớ 20 số gọi đi.- 20 số gọi bằng 1 phím bấm.- 10 phím quay số nhanh.- Có Speaker phone 2 chiều.- Chức năng tự động gọi lại.- Chế độ câm tiếng...",1050000,1050000,4.8,10,"{'text': 'Đã bán 40', 'value': 40}",available,Điện thoại bàn Panasonic KX-TS880 hàng chính hãng,Điện thoại bàn
183330021,7453477983299,"Nội dung quảng cáoMạnh mẽ. Dễ sử dụng. Linh hoạt. iPad có màn hình Retina 10.2 inch tuyệt đẹp, chip A13 Bionic mạnh mẽ, camera trước Ultra Wide có tính năng Trung Tâm Màn Hình, tương thích với Apple ...",6990000,10990000,5.0,947,"{'text': 'Đã bán 3265', 'value': 3265}",available,"Apple iPad 10.2-inch (9th Gen) Wi-Fi, 2021",Điện Thoại - Máy Tính Bảng
184036446,9320936798992,"Nội dung về tính năngQuay video 4K, chụp ảnh chân dung tuyệt đẹp và chụp phong cảnh rộng với hệ thống camera kép hoàn toàn mới. Chụp ảnh tối ưu trong điều kiện ánh sáng yếu với chế độ Ban Đêm. Xem ản...",11490000,15999000,4.8,2984,"{'text': 'Đã bán 5000+', 'value': 13968}",available,Apple iPhone 11,Điện thoại Smartphone
184059211,3643515408223,iPhone 13. Hệ thống camera kép tiên tiến nhất từng có trên iPhone. Chip A15 Bionic thần tốc. Bước nhảy vọt về thời lượng pin. Thiết kế bền bỉ. Mạng 5G siêu nhanh.1 Cùng với màn hình Super Retina XDR s...,13990000,24990000,5.0,1836,"{'text': 'Đã bán 5000+', 'value': 5775}",available,Apple iPhone 13,Điện thoại Smartphone
184578632,2618405835898,"Cấu hình Điện thoại Itel it9010 4G Màn hình: LCD1.77""256.000 màuSIM: 2 Micro SIMHỗ trợ 4GDanh bạ: 2000 sốThẻ nhớ: MicroSD, hỗ trợ tối đa 64 GBCamera sau: 0.08 MPRadio FM: CóJack cắm tai nghe: ...",399000,399000,4.0,1,"{'text': 'Đã bán 4', 'value': 4}",available,Điện thoại Itel it9010 4G - Hàng chính hãng,Điện thoại phổ thông
185755283,8947788952074,"LÀN GIÓ MỚI TỪ NOVA AIRMáy đọc sách Nova Air với màn hình 7.8 inch trở nên mỏng hơn và nhẹ hơn với chất lượng và tốc độ hoàn toàn nâng cao. Đồng hành cùng Nova Air hoàn toàn mới - máy đọc sách mỏng,...",9860000,9860000,5.0,1,"{'text': 'Đã bán 1', 'value': 1}",available,Máy đọc sách Onyx Boox Nova Air - Hàng chính hãng,Máy đọc sách
186149961,3378484697003,"Màn hình 8.7 inch WXGA+ (1340x800) hiển thị hình ảnh rõ nét, chân thựcVPU Mediatek MT8768T cho hiệu năng ổn định, xử lý tác vụ nhanh chóngDung lượng pin 5100 mAh, sạc nhanh 15W, thoải mái trải nghiệ...",3587000,3587000,0.0,0,"{'text': 'Đã bán 1', 'value': 1}",available,Máy tính bảng Samsung Galaxy Tab A7 Lite 32GB Xám - Hàng Chính Hãng,Máy tính bảng
188030974,6509906931474,"bạn phải đậy thật kỹ nút sạc ,khe sim khi sử để đi mưa,rớt nướước không vô máy được, tuyệt đối không ngâm vào thùng đá vì hơi nước sẻ hình thành bên trong máMáy tính bảng chắc chắn ,chống sốc ,chống ...",6990000,6990000,0.0,0,,available,"Máy tính bảng Oukitel RT1 - hàng chính hãng  (chống nước,chống va đập , pin khủng,pin 10.000mAh,màn hình 10,1 inch,Ram 4Gb,Rom 64Gb,tám nhân,học online)",Máy tính bảng
188900310,1377090676266,"Tận hưởng các nội dung giải trí sống động trên màn hình 6.5'' chuẩn HD+Điện thoại Nokia C20 2GB/32GB Xanh sở hữu những gam màu lấy cảm hứng từ phong cách thiết kế Bắc Âu mang vẻ đẹp sang trọng, thời...",2490000,2490000,0.0,0,,available,Điện thoại Nokia C20 2GB/32GB Xanh - Hàng Chính Hãng,Điện thoại Smartphone
188948039,7058894506632,"Trải nghiệm hình ảnh mãn nhãn trên màn hình 10.5 inch 1200 x 1920 PixelsHệ thống 4 loa hỗ trợ công nghệ Dolby Atmos mang đến âm thanh vòm sống độngHiệu năng mạnh mẽ giúp xử lý các tác vụ văn phòng, ...",5856000,5856000,0.0,0,,available,Máy tính bảng Samsung Galaxy Tab A8 64GB Xám (2022) - Hàng Chính Hãng,Máy tính bảng
189466001,4817349392567," Màn hình: IPS LCD 6.53"", HD+ (720 x 1600 Pixels) Hệ điều hành: Android 11 Camera sau: 13 MP + 2 MP Camera trước: 5 MP Chipset: MediaTek MT6762G Helio G25 RAM: 2 GB Bộ nhớ trong: 32 GB Cổng kết...",1949000,2890000,1.0,1,"{'text': 'Đã bán 2', 'value': 2}",available,Điện thoại Xiaomi Redmi 10A (2GB/32GB) - Hàng chính hãng,Điện thoại Smartphone
189658085,3358216947846,  ...,4284000,4284000,0.0,0,,available,Điện Thoại Oppo A57 (4GB/64GB) - Hàng Chính Hãng,Điện thoại Smartphone
190544267,3929041121914,"Điện Thoại Oppo A57 4GB/64GB - Hàng Chính HãngBộ sản phẩm bao gồm: Thân máy, bộ sạc, cáp USB, dụng cụ lấy sim, sách hướng dẫn, ốp lưng điện thoại. Màn hình tràn viền, sắc nét- Oppo A57 có màn hìn...",4284000,4284000,0.0,0,"{'text': 'Đã bán 1', 'value': 1}",available,Điện Thoại Oppo A57 4GB/64GB - Hàng Chính Hãng,Điện thoại Smartphone
190701486,6997433494050,ĐIỆN THOẠI OPPO A57 (4GB/64GB) - HÀNG CHÍNH HÃNG.- Bảo hành 12 tháng tại các ttbh OPPO toàn quốc.- 30 NGÀY ĐỔI MỚI 1 - 1 nếu có lỗi từ nhà sản xuất tại các TTBH OPPO Toàn quốc.Thông số kỹ thu...,4284000,4284000,0.0,0,,available,Điện Thoại OPPO A57 (4GB/64GB) - Hàng Chính Hãng ,Điện thoại Smartphone
191089547,2605364692858,"Thiết kế sang trọng, bền bỉNokia 110 4G sở hữu ngoại hình quen thuộc, khi sử dụng chất liệu nhựa Polycarbonate được tinh chỉnh giúp máy trở nên trẻ trung, năng động và vô cùng bắt mắt.Các cạnh bên ...",675000,899000,4.5,2,"{'text': 'Đã bán 8', 'value': 8}",available,Điện Thoại Nokia 110 4G - Hàng Chính Hãng,Điện Thoại - Máy Tính Bảng
191636459,7249711385944,"Thông tin sản phẩmTên sản phẩm: Masstel IZI 11 4GKiểu dáng mạnh mẽKích thước: 125*42*14mm, trọng lượng 95gMàu sắc: Xanh Đen, Đỏ ĐenMàn hình màu TFT rộng 1.77 inchKết nối mạng 4GCamera: VGAHỗ t...",468000,468000,0.0,0,,available,Điện thoại Masstel IZI 11 4G - Hàng chính hãng,Điện thoại phổ thông
191689727,3582648028061,Thiết kế trẻ trungOPPO A57 4G có màn hình giọt nước ở mặt trước. Khung viền còn được vát phẳng tạo cảm giác sang trọng khi cầm trên tay. Thiết bị được giới thiệu với hai màu sắc trẻ trung: Glowing Gre...,4284000,4284000,0.0,0,,available,Điện thoại OPPO CPH2387 - A57 Đen - Hàng Chính Hãng,Điện thoại Smartphone
191689878,8109773234672,Thiết kế trẻ trungOPPO A57 4G có màn hình giọt nước ở mặt trước. Khung viền còn được vát phẳng tạo cảm giác sang trọng khi cầm trên tay. Thiết bị được giới thiệu với hai màu sắc trẻ trung: Glowing Gre...,4632000,4632000,0.0,0,,available,Điện thoại OPPO CPH2387 - A57 Xanh - Hàng Chính Hãng,Điện thoại Smartphone
191764688,2972481018686,"Cấu hình Điện thoại Xiaomi Redmi 10A Màn hình: IPS LCD 6.53""HD+Hệ điều hành: Android 11Camera sau: Chính 13 MP & Phụ 2 MPCamera trước: 5 MPChip: MediaTek Helio G25RAM: 2 GBBộ nhớ trong: 32...",1790000,2690000,5.0,1,"{'text': 'Đã bán 1', 'value': 1}",available,Điện thoại Xiaomi Redmi 10A (2GB/32GB) - Hàng chính hãng,Điện thoại Smartphone
192036708,5951964400982,ĐIỆN THOẠI OPPO A57 (4GB/128GB) - HÀNG CHÍNH HÃNG.- Bảo hành 12 tháng tại các ttbh OPPO toàn quốc.- 30 NGÀY ĐỔI MỚI 1 - 1 nếu có lỗi từ nhà sản xuất tại các TTBH OPPO Toàn quốc.Thông số kỹ th...,4632000,4632000,0.0,0,"{'text': 'Đã bán 1', 'value': 1}",available,Điện Thoại OPPO A57 (4GB/128GB) - Hàng Chính Hãng ,Điện thoại Smartphone
192348147,5922022490042," Màn hình: IPS LCD 6.56"", 720 x 1612 Pixels Hệ điều hành: Android 12 Camera sau: 13 MP + 2 MP Camera trước: 8 MP Chipset: Helio G35 RAM: 4 GB Bộ nhớ trong: 64 GB Cổng kết nối/sạc: USB-C Dung l...",4284000,4284000,0.0,0,,available,Điện thoại Oppo A57 (4GB/64GB) - Hàng chính hãng,Điện thoại Smartphone
192694043,9202478502305," Được thiết kế đơn giản, thanh thoát nhưng rất sang trọng. Với nhiều màu sắc khác nhau, thiết bị cho bạn có thể lựa chọn màu sắc phù hợp với căn phòng của mình. Panasonic KX- TS840 thích hợp dùng tron...",1060000,1060000,5.0,3,"{'text': 'Đã bán 13', 'value': 13}",available,Điện thoại để bàn Panasonic KX-TS880 hàng chính hãng,Điện Thoại - Máy Tính Bảng
192859201,6793924907083,"Màn hình  LCD 6,78 inchMàn hình cảm ứng điện dung IPS LCD, 16 triệu màuĐộ phân giải  1080 x 2400 pixel, tỷ lệ 18: 9 , Mật độ 395 ppiKích thước 161,7 x 78,5 x 14 mm , nặng 485 gHai SIM (Nano-SIM, h...",8790000,8790000,5.0,2,"{'text': 'Đã bán 3', 'value': 3}",available,"Điện thoại Oukitel WP19(chống sốc ,chống nước ,Pin 21000mAh ,Ram 8G ,Rom 256G ,Tầm nhìn ban đêm 64MP ,  Máy ảnh 90Hz ,Điện thoại Helio G95 )-hàng chính hãng",Điện thoại Smartphone
193366048,2244198484504,BẢO HÀNH 12 THÁNG TẠI CÁC TTBH OnePlus TOÀN QUỐC [xem thông tin địa chỉ tại website bên dưới].30 NGÀY ĐỔI MỚI 1 - 1 nếu có lỗi từ nhà sản xuất tại các TTBH OnePlus Toàn quốc.HOT LINE HỖ TRỢ MIỄN PHÍ: ...,15990000,15990000,0.0,0,,available,Điện thoại OnePlus 10T 5G - Hàng Chính Hãng,Điện thoại Smartphone
194462682,1499980384945,...,3490000,3490000,0.0,0,"{'text': 'Đã bán 1', 'value': 1}",available,"Điện thoại ZTE Blade A52 4GB l 64GB, Pin 5000mAh, Màn hình 6.52"", Camera AI Triple - Hàng chính hãng",Điện thoại Smartphone
194498804,8836252839193,...,4990000,6990000,4.7,3,"{'text': 'Đã bán 5', 'value': 5}",available,Máy Tính Bảng OPPO Pad Air (4GB/64GB) | Màn Hình 2K 1 tỷ Màu | Chip Snapdragon 680 | Hàng Chính Hãng,Máy tính bảng
195177036,6836480903192,"Máy tính bảng Samsung Galaxy Tab A7 Lite là phiên bản rút gọn của dòng tablet ""ăn khách"" Galaxy Tab A7 thuộc thương hiệu Samsung, đáp ứng nhu cầu giải trí của khách hàng thuộc phân khúc bình dân với m...",3587000,3587000,0.0,0,"{'text': 'Đã bán 1', 'value': 1}",available,Máy tính bảng Samsung Galaxy Tab A7 Lite LTE SM-T225 - Hàng Chính Hãng ,Máy tính bảng
195317118,9041096157944,Thiết kế hiện đạiMáy tính bảng OPPO Pad Air sử dụng kiểu thiết kế vuông vức trông rất hợp xu hướng. Mặt lưng thiết bị có một ống kính camera đơn và có thiết kế vệt màu chạy dọc mặt lưng độc đáo.OPPO...,5490000,6999000,5.0,11,"{'text': 'Đã bán 55', 'value': 55}",available, Máy tính bảng Oppo Pad Air (4GB/64GB) - Hàng Chính Hãng,Máy tính bảng
195323206,5146558453656,"Vivo Y22s sở hữu màn hình IPS LCD 6.55 inches, ở mặt trước máy có màn hình viền mỏng với camera selfie hình giọt nước. Mặt sau là hệ thống camera kép khá to, với thiết kế đèn led đặt ngang một bên. Có...",4690000,5990000,5.0,2,"{'text': 'Đã bán 4', 'value': 4}",available,Điện thoại vivo Y22s (8GB - 128GB) - Hàng Chính Hãng,Điện thoại Smartphone
195323206,5146558453656,"Vivo Y22s sở hữu màn hình IPS LCD 6.55 inches, ở mặt trước máy có màn hình viền mỏng với camera selfie hình giọt nước. Mặt sau là hệ thống camera kép khá to, với thiết kế đèn led đặt ngang một bên. Có...",4690000,5990000,5.0,2,"{'text': 'Đã bán 4', 'value': 4}",available,Điện thoại vivo Y22s (8GB - 128GB) - Hàng Chính Hãng,Điện thoại Smartphone
195323206,5146558453656,"Vivo Y22s sở hữu màn hình IPS LCD 6.55 inches, ở mặt trước máy có màn hình viền mỏng với camera selfie hình giọt nước. Mặt sau là hệ thống camera kép khá to, với thiết kế đèn led đặt ngang một bên. Có...",4690000,5990000,5.0,2,"{'text': 'Đã bán 4', 'value': 4}",available,Điện thoại vivo Y22s (8GB - 128GB) - Hàng Chính Hãng,Điện thoại Smartphone
195894801,3514708815802,"TÍNH NĂNG NỔI BẬTMasstel IZI 26 4G, một chiếc điện thoại phổ thông sở hữu thiết kế cơ bản, bền bỉ cùng thời lượng pin dài lâu. Sự lựa chọn tối ưu cho những ai đang cần một thiết b...",499000,650000,5.0,2,"{'text': 'Đã bán 8', 'value': 8}",available,Masstel izi 26 4G - Chữ to - Loa to - Hàng Chính Hãng,Điện thoại phổ thông
196176544,7750175317187," Điện thoại người lớn tuổi Masstel Fami 12 4G 2 Sim : loa to , pin trâu, sóng khỏe có đèn Pin siêu sángCông nghệ màn hình:TFT LCDĐộ phân giải:128 x 160 PixelsMàn hình rộng:1.77""Mặt kính cảm ứn...",630000,630000,0.0,0,,available,Điện Thoại Cho Người Già Masstel Fami 12 4G-hỗ trợ 4g-chữ to dành cho người già(Hàng Chính Hãng),Điện thoại phổ thông
196197701,5331215465766,"Màn hình: 7.6"" Dynamic AMOLED 2X QXGA+ (2176 x 1812 Pixels), 6.2"" Dynamic AMOLED 2X HD+ (2316 x 904 Pixels)Hệ điều hành: Android 12Camera sau: 50 MP + 12 MP + 10 MPCamera trước: 10 MP + 4 MP...",40990000,40990000,0.0,0,,available,Điện thoại Samsung Galaxy Z Fold4 5G (12GB/256GB) - Hàng chính hãng,Điện thoại Smartphone
196348143,4946186926772,"Điện thoại OPPO A57 vừa mới ra mắt đã tạo ấn tượng tích cực với cộng đồng yêu công nghệ. Sở hữu cho mình một thiết kế trẻ trung, hiệu năng mượt mà đáp ứng tốt nhu cầu cơ bản hằng ngày.Vẻ đẹp từ sự ti...",4284000,4284000,0.0,0,,available,Điện Thoại OPPO A57 (4GB/64GB) - Hàng Chính Hãng ,Điện thoại Smartphone
196760330,6604112406127,"Điện Thoại Vivo T1x 4GB/64GB - Hàng Chính HãngBộ sản phẩm bao gồm: Thân máy, bộ sạc, cáp USB, dụng cụ lấy sim, sách hướng dẫn, ốp lưng điện thoại.Thiết kế mỏng nhẹ, thời trang- Sở hữu thiết kế rất...",3439000,4490000,0.0,0,"{'text': 'Đã bán 4', 'value': 4}",available,Điện Thoại Vivo T1x 4GB/64GB - Hàng Chính Hãng,Điện thoại Smartphone
197045354,6899590311483,"-Nổi bật với phong cách ĐIỆN THOẠI LUX 20 4G ,được thiết kế sang trọng với viền kim loại -sở hữu nhiều ưu điểm vượt trội và mang đến nhiều giá trị hoàn toàn mới cho người dùng.+nàn hình 2.4 inch có ...",750000,750000,0.0,0,,available,ĐIỆN THOẠI MASSTEL LUX 20-4G  HÀNG CHÍNH HÃNG,Điện thoại phổ thông
197214015,1813388284666,"Nội dung quảng cáoiPhone 14 Plus. Nghĩ lớn cùng màn hình 6,7 inch lớn hơn1 và thời lượng pin bền bỉ cả ngày.2 Chụp những bức ảnh tuyệt đẹp trong điều kiện thiếu sáng và dư sáng cùng hệ thống camera k...",19490000,27990000,5.0,133,"{'text': 'Đã bán 377', 'value': 377}",available,Apple iPhone 14 Plus,Điện thoại Smartphone
